Data As Of,Totals By,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths
2023-09-27,By Month,Texas,Female,5-14 years,0,20,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,85,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,136,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,157,0,0
2023-09-27,By Month,Texas,Female,30-39 years,0,192,0,0
2023-09-27,By Month,Texas,Female,35-44 years,0,264,13,0
2023-09-27,By Month,Texas,Female,40-49 years,0,312,16,0
2023-09-27,By Month,Texas,Female,45-54 years,0,439,26,0
2023-09-27,By Month,Texas,Female,50-64 years,18,1225,93,0
2023-09-27,By Month,Texas,Female,55-64 years,15,949,76,0
2023-09-27,By Month,Texas,Female,65-74 years,12,1686,109,0
2023-09-27,By Month,Texas,Female,75-84 years,19,2257,134,0
2023-09-27,By Month,Texas,Female,85 years and over,53,2856,149,0
2023-09-27,By Month,Texas,All Sexes,All Ages,144,18500,1013,10
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,211,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,354,14,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,27,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,45,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,0,331,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,0,472,12,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,0,494,13,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,0,631,14,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,0,764,22,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,0,949,35,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,0,1240,55,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,18,3199,183,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,15,2493,149,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,26,3910,240,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,44,4512,284,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,50,4473,231,0
2023-09-27,By Month,Texas,Male,All Ages,80,9859,550,0
2023-09-27,By Month,Texas,Male,Under 1 year,0,122,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,214,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,22,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,20,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,235,0,0
2023-09-27,By Month,Texas,Male,18-29 years,0,344,0,0
2023-09-27,By Month,Texas,Male,25-34 years,0,376,0,0
2023-09-27,By Month,Texas,Male,30-39 years,0,455,11,0
2023-09-27,By Month,Texas,Male,35-44 years,0,500,13,0
2023-09-27,By Month,Texas,Male,40-49 years,0,585,20,0
2023-09-27,By Month,Texas,Male,45-54 years,0,766,36,0
2023-09-27,By Month,Texas,Male,50-64 years,12,1990,123,0
2023-09-27,By Month,Texas,Male,55-64 years,10,1547,100,0
2023-09-27,By Month,Texas,Male,65-74 years,16,2236,134,0
2023-09-27,By Month,Texas,Male,75-84 years,28,2272,154,0
2023-09-27,By Month,Texas,Male,85 years and over,21,1763,95,0
2023-09-27,By Month,Texas,Female,All Ages,64,8641,463,0
2023-09-27,By Month,Texas,Female,Under 1 year,0,89,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,140,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,0,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,25,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,96,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,128,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,118,0,0
2023-09-27,By Month,Texas,Female,30-39 years,0,176,0,0
2023-09-27,By Month,Texas,Female,35-44 years,0,264,0,0
2023-09-27,By Month,Texas,Female,40-49 years,0,364,15,0
2023-09-27,By Month,Texas,Female,45-54 years,0,474,19,0
2023-09-27,By Month,Texas,Female,50-64 years,0,1209,60,0
2023-09-27,By Month,Texas,Female,55-64 years,0,946,49,0
2023-09-27,By Month,Texas,Female,65-74 years,10,1674,106,0
2023-09-27,By Month,Texas,Female,75-84 years,16,2240,130,0
2023-09-27,By Month,Texas,Female,85 years and over,29,2710,136,0
2023-09-27,By Month,Texas,All Sexes,All Ages,130,18752,961,0
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,194,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,363,0,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,47,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,65,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,0,299,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,0,447,0,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,0,503,0,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,0,668,19,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,0,771,26,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,0,900,37,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,0,1190,60,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,17,3167,140,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,15,2476,105,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,27,3953,237,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,39,4679,282,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,42,4575,235,0
2023-09-27,By Month,Texas,Male,All Ages,67,10083,523,0
2023-09-27,By Month,Texas,Male,Under 1 year,0,110,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,219,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,33,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,33,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,221,0,0
2023-09-27,By Month,Texas,Male,18-29 years,0,327,0,0
2023-09-27,By Month,Texas,Male,25-34 years,0,366,0,0
2023-09-27,By Month,Texas,Male,30-39 years,0,471,14,0
2023-09-27,By Month,Texas,Male,35-44 years,0,520,21,0
2023-09-27,By Month,Texas,Male,40-49 years,0,597,22,0
2023-09-27,By Month,Texas,Male,45-54 years,0,750,32,0
2023-09-27,By Month,Texas,Male,50-64 years,0,1888,77,0
2023-09-27,By Month,Texas,Male,55-64 years,0,1469,58,0
2023-09-27,By Month,Texas,Male,65-74 years,16,2294,134,0
2023-09-27,By Month,Texas,Male,75-84 years,22,2433,163,0
2023-09-27,By Month,Texas,Male,85 years and over,18,1854,105,0
2023-09-27,By Month,Texas,Female,All Ages,63,8669,438,0
2023-09-27,By Month,Texas,Female,Under 1 year,0,84,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,144,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,14,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,32,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,78,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,120,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,137,0,0
2023-09-27,By Month,Texas,Female,30-39 years,0,197,0,0
2023-09-27,By Month,Texas,Female,35-44 years,0,251,0,0
2023-09-27,By Month,Texas,Female,40-49 years,0,303,15,0
2023-09-27,By Month,Texas,Female,45-54 years,0,440,28,0
2023-09-27,By Month,Texas,Female,50-64 years,0,1279,63,0
2023-09-27,By Month,Texas,Female,55-64 years,0,1007,47,0
2023-09-27,By Month,Texas,Female,65-74 years,11,1659,103,0
2023-09-27,By Month,Texas,Female,75-84 years,17,2246,119,0
2023-09-27,By Month,Texas,Female,85 years and over,24,2721,130,0
2023-09-27,By Month,Texas,All Sexes,All Ages,272,17984,957,10
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,159,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,303,0,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,42,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,41,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,0,272,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,0,402,0,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,0,439,10,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,0,590,15,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,0,697,26,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,0,822,29,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,0,1138,40,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,32,2991,165,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,29,2320,136,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,49,3922,222,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,90,4596,291,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,90,4358,226,0
2023-09-27,By Month,Texas,Male,All Ages,152,9501,521,0
2023-09-27,By Month,Texas,Male,Under 1 year,0,85,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,180,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,28,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,26,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,188,0,0
2023-09-27,By Month,Texas,Male,18-29 years,0,279,0,0
2023-09-27,By Month,Texas,Male,25-34 years,0,315,0,0
2023-09-27,By Month,Texas,Male,30-39 years,0,413,10,0
2023-09-27,By Month,Texas,Male,35-44 years,0,468,15,0
2023-09-27,By Month,Texas,Male,40-49 years,0,538,17,0
2023-09-27,By Month,Texas,Male,45-54 years,0,698,25,0
2023-09-27,By Month,Texas,Male,50-64 years,18,1814,92,0
2023-09-27,By Month,Texas,Male,55-64 years,15,1416,74,0
2023-09-27,By Month,Texas,Male,65-74 years,27,2195,137,0
2023-09-27,By Month,Texas,Male,75-84 years,54,2396,158,0
2023-09-27,By Month,Texas,Male,85 years and over,46,1686,103,0
2023-09-27,By Month,Texas,Female,All Ages,120,8483,436,0
2023-09-27,By Month,Texas,Female,Under 1 year,0,74,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,123,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,14,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,15,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,84,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,123,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,124,0,0
2023-09-27,By Month,Texas,Female,30-39 years,0,177,0,0
2023-09-27,By Month,Texas,Female,35-44 years,0,229,11,0
2023-09-27,By Month,Texas,Female,40-49 years,0,284,12,0
2023-09-27,By Month,Texas,Female,45-54 years,0,440,15,0
2023-09-27,By Month,Texas,Female,50-64 years,14,1177,73,0
2023-09-27,By Month,Texas,Female,55-64 years,14,904,62,0
2023-09-27,By Month,Texas,Female,65-74 years,22,1727,85,0
2023-09-27,By Month,Texas,Female,75-84 years,36,2200,133,0
2023-09-27,By Month,Texas,Female,85 years and over,44,2672,123,0
2023-09-27,By Month,Texas,All Sexes,All Ages,184,7685,421,0
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,37,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,66,0,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,0,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,0,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,0,65,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,0,92,0,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,0,105,0,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,0,159,0,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,0,222,0,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,0,289,0,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,0,414,26,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,23,1161,64,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,19,906,44,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,35,1600,107,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,57,2165,130,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,62,2153,102,0
2023-09-27,By Month,Texas,Male,All Ages,101,3935,224,0
2023-09-27,By Month,Texas,Male,Under 1 year,0,22,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,37,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,0,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,0,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,47,0,0
2023-09-27,By Month,Texas,Male,18-29 years,0,66,0,0
2023-09-27,By Month,Texas,Male,25-34 years,0,70,0,0
2023-09-27,By Month,Texas,Male,30-39 years,0,98,0,0
2023-09-27,By Month,Texas,Male,35-44 years,0,144,0,0
2023-09-27,By Month,Texas,Male,40-49 years,0,185,0,0
2023-09-27,By Month,Texas,Male,45-54 years,0,229,12,0
2023-09-27,By Month,Texas,Male,50-64 years,10,685,26,0
2023-09-27,By Month,Texas,Male,55-64 years,0,552,18,0
2023-09-27,By Month,Texas,Male,65-74 years,25,874,57,0
2023-09-27,By Month,Texas,Male,75-84 years,35,1105,73,0
2023-09-27,By Month,Texas,Male,85 years and over,28,885,54,0
2023-09-27,By Month,Texas,Female,All Ages,83,3750,197,0
2023-09-27,By Month,Texas,Female,Under 1 year,0,15,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,29,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,0,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,0,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,18,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,26,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,35,0,0
2023-09-27,By Month,Texas,Female,30-39 years,0,61,0,0
2023-09-27,By Month,Texas,Female,35-44 years,0,78,0,0
2023-09-27,By Month,Texas,Female,40-49 years,0,104,0,0
2023-09-27,By Month,Texas,Female,45-54 years,0,185,14,0
2023-09-27,By Month,Texas,Female,50-64 years,13,476,38,0
2023-09-27,By Month,Texas,Female,55-64 years,10,354,26,0
2023-09-27,By Month,Texas,Female,65-74 years,10,726,50,0
2023-09-27,By Month,Texas,Female,75-84 years,22,1060,57,0
2023-09-27,By Month,Texas,Female,85 years and over,34,1268,48,0
